!Clamp R On && ! Active eCall On && !RST	!Clamp R включен && ! Active eCall включен && !RST
% Tastverhaeltnis	% Скважность
% Tastverhältnis	% Скважность
P0AC5 Hybridbatterie Temperaturfühler 2 - Fehlfunktion oder Leitungsunterbrechung	P0AC5 Батарея гибридной установки датчик температуры 2 - неисправность или обрыв цепи
P0AC6 Hybridbatterie Temperaturfühler 2 - Meßbereichs- oder Leistungsproblem	P0AC6 Батарея гибридной установки датчик температуры 2 - выход за диапазон измерения или неполадка в работе
P0AC7 Hybridbatterie Temperaturfühler 2 - Input niedrig	P0AC7 Батарея гибридной установки датчик температуры 2 - вход низкий
P0AC8 Hybridbatterie Temperaturfühler 2 - Input hoch	P0AC8 Батарея гибридной установки датчик температуры 2 - вход высокий
P0AC9 Hybridbatterie Temperaturfühler 2 - Input sporadisch/unregelmäßig	P0AC9 Батарея гибридной установки датчик температуры 2 - вход нестабильный/неравномерный
P0ACA Hybridbatterie Temperaturfühler 3 - Fehlfunktion oder Leitungsunterbrechung	P0ACA Батарея гибридной установки датчик температуры 3 - неисправность или обрыв цепи
P0ACB Hybridbatterie Temperaturfühler 3 - Meßbereichs- oder Leistungsproblem	P0ACB Батарея гибридной установки датчик температуры 3 - выход за диапазон измерения или неполадка в работе
P0ACC Hybridbatterie Temperaturfühler 3 - Input niedrig	P0ACC Батарея гибридной установки датчик температуры 3 - вход низкий
P0ACD Hybridbatterie Temperaturfühler 3 - Input hoch	P0ACD Батарея гибридной установки датчик температуры 3 - вход высокий
P0ACE Hybridbatterie Temperaturfühler 3 - Input sporadisch/unregelmäßig	P0ACE Батарея гибридной установки датчик температуры 3 - вход нестабильный/неравномерный
P0ACF Hybridbatteriesatz Lüfter 3 - Fehlfunktion oder Leitungsunterbrechung	P0ACF Вентилятор 3 батареи гибридной установки - неисправность или обрыв цепи
P0AD0 Hybridbatteriesatz Lüfter 3 - Leistungsproblem oder klemmt offen	P0AD0 Вентилятор 3 батареи гибридной установки - неполадка в работе или заклинил в открытом положении
P0AD1 Hybridbatteriesatz Lüfter 3 - klemmt geschlossen	P0AD1 Вентилятор 3 батареи гибридной установки - заклинил в закрытом положении
P0AD2 Hybridbatteriesatz Lüfter 3 - Input niedrig	P0AD2 Вентилятор 3 батареи гибридной установки - вход низкий
P0AD3 Hybridbatteriesatz Lüfter 3 - Input hoch	P0AD3 Вентилятор 3 батареи гибридной установки - вход высокий
P0AE8 Hybridbatterie Temperaturfühler 4 - Fehlfunktion oder Leitungsunterbrechung	P0AE8 Батарея гибридной установки датчик температуры 4 - неисправность или обрыв цепи
P0AE9 Hybridbatterie Temperaturfühler 4 - Meßbereichs- oder Leistungsproblem	P0AE9 Батарея гибридной установки датчик температуры 4 - выход за диапазон измерения или неполадка в работе
P0AEA Hybridbatterie Temperaturfühler 4 - Input niedrig	P0AEA Батарея гибридной установки датчик температуры 4 - вход низкий
P0AEB Hybridbatterie Temperaturfühler 4 - Input hoch	P0AEB Батарея гибридной установки датчик температуры 4 - вход высокий
P0AEC Hybridbatterie Temperaturfühler 4 - Input sporadisch/unregelmäßig	P0AEC Батарея гибридной установки датчик температуры 4 - вход нестабильный/неравномерный
P1000 VVT-System Minhubadaption - Anschlaganzahl überschritten	P1000 Система VVT адаптация минимального хода - превышено число упоров
P1001 VVT-Notlaufanforderung - Input hoch	P1001 Запрос аварийного режима VVT - вход высокий
P1002 VVT-Notlaufanforderung - Input niedrig	P1002 Запрос аварийного режима VVT - вход низкий
P1003 VVT-Notlaufanforderung - Leitungsunterbrechung	P1003 Запрос аварийного режима VVT - обрыв цепи
P1004 VVT-Führungssensor (Bank 1) - Magnetverlust	P1004 Ведущий датчик VVT (ряд 1) - потеря магнитного сигнала
P1005 VVT-Führungssensor (Bank 1) - Resetfehler	P1005 Ведущий датчик VVT (ряд 1) - ошибка сброса
P1006 VVT-Führungssensor (Bank 1) - Parityfehler	P1006 Ведущий датчик VVT (ряд 1) - ошибка четности
P1007 VVT-Führungssensor (Bank 1) - Gradientenfehler	P1007 Ведущий датчик VVT (ряд 1) - ошибка градиента
P1008 VVT-Führungssensor (Bank 2) - Magnetverlust	P1008 Ведущий датчик VVT (ряд 2) - потеря магнитного сигнала
P1009 VVT-Führungssensor (Bank 2) - Resetfehler	P1009 Ведущий датчик VVT (ряд 2) - ошибка сброса
P100A Kraftstoffeinspritzleiste/-system (Bank 2) - Druck zu niedrig	P100A Топливная рампа/система впрыска (ряд 2) - давление слишком низкое
P100B Kraftstoffeinspritzleiste/-system (Bank 2) - Druck zu hoch	P100B Топливная рампа/система впрыска (ряд 2) - давление слишком высокое
P100C VVT-Notlaufanforderung (Bank 2) - Drehzahl- und Füllungsbegrenzung	P100C Запрос аварийного режима VVT (ряд 2) - ограничение оборотов и наполнения
P100D VVT-Notlaufanforderung (Bank 2) - Vollhubposition nicht erreicht	P100D Запрос аварийного режима VVT (ряд 2) - позиция полного хода не достигнута
P100E VVT-Notlaufanforderung (Bank 2) - Luftmassen-Plausibilitätsfehler	P100E Запрос аварийного режима VVT (ряд 2) - ошибка достоверности массового расхода воздуха
